sep=,
Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Bai, Y., Safikhani, A., Michailidis, G.","57219589820;57142380600;6701747952;","Hybrid Modeling of Regional COVID-19 Transmission Dynamics in the U.S.",2022,"IEEE Journal on Selected Topics in Signal Processing",,,,"","",,,"10.1109/JSTSP.2022.3140703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122576653&doi=10.1109%2fJSTSP.2022.3140703&partnerID=40&md5=026aa516e657d6be354870b495ff0c0f",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85122576653
"Chahal, A., Gulia, P., Gill, N.S.","57211454157;57196114797;35950630000;","COVID-19 Vaccination Monitoring Using IoT and Machine Learning",2022,"Lecture Notes on Data Engineering and Communications Technologies","90",,,"415","428",,,"10.1007/978-981-16-6289-8_35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122424132&doi=10.1007%2f978-981-16-6289-8_35&partnerID=40&md5=fc97643787b25946e03f89c0c0bcc532",Book Chapter,"Final","",Scopus,2-s2.0-85122424132
"Alamrouni, A., Aslanova, F., Mati, S., Maccido, H.S., Jibril, A.A., Usman, A.G., Abba, S.I.","57402039600;57110478700;57200530329;57402332000;57402756800;57212103604;57208942739;","Multi-Regional Modeling of Cumulative COVID-19 Cases Integrated with Environmental Forest Knowledge Estimation: A Deep Learning Ensemble Approach",2022,"International Journal of Environmental Research and Public Health","19","2","738","","",,2,"10.3390/ijerph19020738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122362262&doi=10.3390%2fijerph19020738&partnerID=40&md5=7073ee1cd87249df80dc856d08a37690",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85122362262
"Jiang, J.-Y., Zhou, Y., Chen, X., Jhou, Y.-R., Zhao, L., Liu, S., Yang, P.-C., Ahmar, J., Wang, W.","55536831700;57210635158;57203390885;57397013100;57397013200;57397584900;57398335500;57397954900;55157954300;","COVID-19 Surveiller: Toward a robust and effective pandemic surveillance system based on social media mining",2022,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","380","2214","20210125","","",,1,"10.1098/rsta.2021.0125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122303149&doi=10.1098%2frsta.2021.0125&partnerID=40&md5=e6f77a46fbbd8212809a24b400f944b3",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85122303149
"Antoñanzas, J.M., Perramon, A., López, C., Boneta, M., Aguilera, C., Capdevila, R., Gatell, A., Serrano, P., Poblet, M., Canadell, D., Vilà, M., Catasús, G., Valldepérez, C., Català, M., Soler-Palacín, P., Prats, C., Soriano-Arandes, A.","57244662200;57222614103;57391524900;57391911300;57391782900;57294805300;57199643600;57212824513;57222614996;57222610417;57210233264;57392297500;57294842000;57204694252;55923378300;56349456600;57202557490;","Symptom-based predictive model of covid-19 disease in children",2022,"Viruses","14","1","63","","",,,"10.3390/v14010063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122011195&doi=10.3390%2fv14010063&partnerID=40&md5=1ab936146541989d7cc871fe79357b40",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85122011195
"Al-Shihabi, S., Abu-Abdoun, D.I.","24437831200;57388910500;","What to Forecast When Forecasting New Covid-19 Cases? Jordan and the United Arab Emirates as Case Studies",2022,"Lecture Notes in Networks and Systems","363 LNNS",,,"361","372",,,"10.1007/978-3-030-92666-3_31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121899208&doi=10.1007%2f978-3-030-92666-3_31&partnerID=40&md5=7ed821726016ba78627fe2b4c94d5202",Conference Paper,"Final","",Scopus,2-s2.0-85121899208
"Kurnaz, G., Demir, A.S.","57373784600;57219554351;","Prediction of SO2 and PM10 air pollutants using a deep learning-based recurrent neural network: Case of industrial city Sakarya",2022,"Urban Climate","41",,"101051","","",,,"10.1016/j.uclim.2021.101051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121227525&doi=10.1016%2fj.uclim.2021.101051&partnerID=40&md5=3db125d1edfc4c21352df44e0b7454d1",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85121227525
"El-Attar, N.E., Sabbeh, S.F., Fasihuddin, H., Awad, W.A.","57189095951;56521713200;55014778000;54408044300;","An improved deepNN with feature ranking for Covid-19 detection",2022,"Computers, Materials and Continua","71","2",,"2249","2269",,,"10.32604/cmc.2022.022673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120901265&doi=10.32604%2fcmc.2022.022673&partnerID=40&md5=05f6731ddb1231da707a4d6831b2cf01",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85120901265
"Najmi, A., Kanapathy, K., Aziz, A.A.","57195726279;24352200400;57190344602;","A pathway to involve consumers for exchanging electronic waste: a deep learning integration of structural equation modelling and artificial neural network",2022,"Journal of Material Cycles and Waste Management","24","1",,"410","424",,,"10.1007/s10163-021-01332-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120648858&doi=10.1007%2fs10163-021-01332-2&partnerID=40&md5=2f0d1d7b287ceb5bf40ce716675721d0",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85120648858
"Ketu, S., Mishra, P.K.","57188715260;7203045088;","India perspective: CNN-LSTM hybrid deep learning model-based COVID-19 prediction and current status of medical resource availability",2022,"Soft Computing","26","2",,"645","664",,,"10.1007/s00500-021-06490-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119522726&doi=10.1007%2fs00500-021-06490-x&partnerID=40&md5=caaf8536f5f333e57e269387f527269c",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85119522726
"Zhuang, W., Shen, Y., Gao, C., Li, L., Sang, H., Qian, F.","54797369300;57219166093;35752789600;56373217300;57336868600;57336868700;","Adaptive scheme for crowd counting using off-the-shelf wireless routers",2022,"Computer Systems Science and Engineering","41","1",,"255","269",,,"10.32604/csse.2022.020590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119006540&doi=10.32604%2fcsse.2022.020590&partnerID=40&md5=8478e6d13b84ac5cb906467a7900c8a4",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85119006540
"Debnath, S., Modak, S., Sarkar, D.","57199500946;57220781506;57211096372;","Forecasting on Global Dynamics for Coronavirus (COVID-19) Outbreak Using Time Series Modelling",2022,"Studies in Systems, Decision and Control","366",,,"929","955",,,"10.1007/978-3-030-72834-2_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118809441&doi=10.1007%2f978-3-030-72834-2_27&partnerID=40&md5=f5b520defa77599a5e8bc076239bfb9b",Book Chapter,"Final","",Scopus,2-s2.0-85118809441
"Adnan, M., Altalhi, M., Alarood, A.A., Uddin, M.I.","57202148561;57215778851;57188661907;55946660600;","Modeling the spread of COVID-19 by leveraging machine and deep learning models",2022,"Intelligent Automation and Soft Computing","31","3",,"1857","1872",,,"10.32604/IASC.2022.020606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118663799&doi=10.32604%2fIASC.2022.020606&partnerID=40&md5=6062f2ff291602320fae270961884ed0",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85118663799
"Jeon, J., Padhye, S., Bhattacharyya, A., Cai, H., Hastak, M.","57215548742;57254448500;57225110963;7202853541;7004524460;","Impact of COVID-19 on the US Construction Industry as Revealed in the Purdue Index for Construction",2022,"Journal of Management in Engineering","38","1","04021082","","",,4,"10.1061/(ASCE)ME.1943-5479.0000995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116869461&doi=10.1061%2f%28ASCE%29ME.1943-5479.0000995&partnerID=40&md5=66b22f3f9ce31ce5ac95fb32ad0f9401",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85116869461
"Hankar, M., Birjali, M., Beni-Hssane, A.","57292517700;57192214153;46161121300;","Forecasting COVID-19 Cases in Morocco: A Deep Learning Approach",2022,"Smart Innovation, Systems and Technologies","237",,,"845","857",,,"10.1007/978-981-16-3637-0_59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116860330&doi=10.1007%2f978-981-16-3637-0_59&partnerID=40&md5=fbe22b18ee9a0b5cd7386e28bf5d447e",Conference Paper,"Final","",Scopus,2-s2.0-85116860330
"Vishwakarma, V., Chethan, S., Datla, M.T., Aqib, M.M., Roy, S., Thasni, T.","57270416600;57270568500;57271050000;57194724354;57270568600;57221598610;","Prediction of Severity of Polycystic Ovarian Syndrome Using Artificial Neural Networks",2022,"Lecture Notes in Networks and Systems","300 LNNS",,,"589","598",,,"10.1007/978-3-030-84760-9_50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115617420&doi=10.1007%2f978-3-030-84760-9_50&partnerID=40&md5=7246adab9662863920c464c71c775741",Conference Paper,"Final","",Scopus,2-s2.0-85115617420
"Ghany, K.K.A., Zawbaa, H.M., Sabri, H.M.","55604958600;36015788000;56592609100;","Gulf Area COVID-19 Cases Prediction Using Deep Learning",2022,"Lecture Notes in Networks and Systems","224",,,"521","530",,,"10.1007/978-981-16-2275-5_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115183469&doi=10.1007%2f978-981-16-2275-5_33&partnerID=40&md5=3e168f9a338d6390f15a6d5ca6e4223f",Conference Paper,"Final","",Scopus,2-s2.0-85115183469
"Lohi, L., Pai, M.L.","57231096100;57193866902;","Death Prediction in the Current Pandemic Scenario and Cluster Classification Using Soft Computing Techniques",2022,"Lecture Notes in Networks and Systems","218",,,"339","354",,,"10.1007/978-981-16-2164-2_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113409861&doi=10.1007%2f978-981-16-2164-2_28&partnerID=40&md5=4e529798470130ec94745b75b7bf55eb",Conference Paper,"Final","",Scopus,2-s2.0-85113409861
"Sinha, T., Chowdhury, T., Shaw, R.N., Ghosh, A.","57202775823;57229693000;57208306734;56965973200;","Analysis and Prediction of COVID-19 Confirmed Cases Using Deep Learning Models: A Comparative Study",2022,"Lecture Notes in Networks and Systems","218",,,"207","218",,11,"10.1007/978-981-16-2164-2_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113372694&doi=10.1007%2f978-981-16-2164-2_18&partnerID=40&md5=11a217e76a14799b5927aa5aa9d46ae3",Conference Paper,"Final","",Scopus,2-s2.0-85113372694
"Shastry, K.A., Sanjay, H.A.","56426201100;57217859762;","Computational Intelligence, Machine Learning and Deep Learning Techniques for Effective Future Predictions of COVID-19: A Review",2022,"Studies in Computational Intelligence","963",,,"379","402",,,"10.1007/978-3-030-74761-9_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111931929&doi=10.1007%2f978-3-030-74761-9_17&partnerID=40&md5=fccf8d0b405461643ed4cc3e77c0ec4c",Book Chapter,"Final","",Scopus,2-s2.0-85111931929
"Pillai, P.K., Durairaj, D., Samivel, K.","46161559900;16199471300;57226299405;","Deep learning-based forecasting of COVID-19 in India",2022,"Journal of Testing and Evaluation","50","1",,"","",,,"10.1520/JTE20200574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111130407&doi=10.1520%2fJTE20200574&partnerID=40&md5=296245760e85f3de4332efe5e4c6a0d0",Article,"Final","",Scopus,2-s2.0-85111130407
"Singh, V., Kamaleswaran, R., Chalfin, D., Buño-Soto, A., San Roman, J., Rojas-Kenney, E., Molinaro, R., von Sengbusch, S., Hodjat, P., Comaniciu, D., Kamen, A.","57226515002;35761072500;15850218100;6602939660;57372126500;57225935231;57225954337;57225946128;25645959100;7003476440;36056447400;","A deep learning approach for predicting severity of COVID-19 patients using a parsimonious set of laboratory markers",2021,"iScience","24","12","103523","","",,,"10.1016/j.isci.2021.103523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121150748&doi=10.1016%2fj.isci.2021.103523&partnerID=40&md5=c0e673ebb504ac8c0de74b275e3ca443",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85121150748
"Wanyan, T., Honarvar, H., Jaladanki, S.K., Zang, C., Naik, N., Somani, S., De Freitas, J.K., Paranjpe, I., Vaid, A., Zhang, J., Miotto, R., Wang, Z., Nadkarni, G.N., Zitnik, M., Azad, A., Wang, F., Ding, Y., Glicksberg, B.S.","57204864177;57221919766;57215793970;57190986705;57202505280;57190489776;57215488034;57193830382;57216200097;57188858052;57202034402;56288839400;36237038500;55176740400;36611394200;57211809130;57219162660;55845627200;","Contrastive learning improves critical event prediction in COVID-19 patients",2021,"Patterns","2","12","100389","","",,,"10.1016/j.patter.2021.100389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119061519&doi=10.1016%2fj.patter.2021.100389&partnerID=40&md5=dffbf4bc0c5d3f513948c6ce60ef19ab",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85119061519
"Chew, A.W.Z., Pan, Y., Wang, Y., Zhang, L.","57257244800;57205735838;57219472436;55271615200;","Hybrid deep learning of social media big data for predicting the evolution of COVID-19 transmission",2021,"Knowledge-Based Systems","233",,"107417","","",,3,"10.1016/j.knosys.2021.107417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116318005&doi=10.1016%2fj.knosys.2021.107417&partnerID=40&md5=e61f4c55ba23c84a2e6133c3601f6da0",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85116318005
"Annapragada, A.V., Greenstein, J.L., Bose, S.N., Winters, B.D., Sarma, S.V., Winslow, R.L.","57223028576;7005313115;57210993279;7004518673;8273274100;7102092731;","SWIFT: A deep learning approach to prediction of hypoxemic events in critically-Ill patients using SpO2 waveform prediction",2021,"PLoS Computational Biology","17","12","e1009712","","",,,"10.1371/journal.pcbi.1009712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122341468&doi=10.1371%2fjournal.pcbi.1009712&partnerID=40&md5=e353bed955caa2b0432f7ac0df024b76",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85122341468
"Rapaport, E., Poese, I., Zilberman, P., Holschke, O., Puzis, R.","57212536832;36721993300;34978091300;26221357500;55992152200;","Spillover Today? Predicting Traffic Overflows on Private Peering of Major Content Providers",2021,"IEEE Transactions on Network and Service Management","18","4",,"4169","4182",,1,"10.1109/TNSM.2021.3126643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121759509&doi=10.1109%2fTNSM.2021.3126643&partnerID=40&md5=4e2a8d87483ddb8a8abda17455818ead",Article,"Final","",Scopus,2-s2.0-85121759509
"Ahmad, H.F., Khaloofi, H., Azhar, Z., Algosaibi, A., Hussain, J.","55776667100;57224409414;57219428990;56685872300;56492488200;","An improved covid-19 forecasting by infectious disease modelling using machine learning",2021,"Applied Sciences (Switzerland)","11","23","11426","","",,,"10.3390/app112311426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120755251&doi=10.3390%2fapp112311426&partnerID=40&md5=5bbd60b95f97feff16399a4e27a6d437",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85120755251
"Weinzierl, M.A., Harabagiu, S.M.","57209969559;6601915885;","Automatic detection of COVID-19 vaccine misinformation with graph link prediction",2021,"Journal of Biomedical Informatics","124",,"103955","","",,,"10.1016/j.jbi.2021.103955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119576283&doi=10.1016%2fj.jbi.2021.103955&partnerID=40&md5=a577d49a20361fe63db6c4e1c0c1b654",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85119576283
"Nikparvar, B., Rahman, M.M., Hatami, F., Thill, J.-C.","57292660400;57217464388;57324607500;7003415979;","Spatio-temporal prediction of the COVID-19 pandemic in US counties: modeling with a deep LSTM neural network",2021,"Scientific Reports","11","1","21715","","",,,"10.1038/s41598-021-01119-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118541592&doi=10.1038%2fs41598-021-01119-3&partnerID=40&md5=4b550ba116e574f477f2b4865b86cce3",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85118541592
"Shahin, A.I., Almotairi, S.","57213237099;56210908300;","A deep learning BiLSTM encoding-decoding model for COVID-19 pandemic spread forecasting",2021,"Fractal and Fractional","5","4","175","","",,,"10.3390/fractalfract5040175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118379678&doi=10.3390%2ffractalfract5040175&partnerID=40&md5=87d2c9deb830ceb9b2db3d21d33dc9e2",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85118379678
"Ma, R., Zheng, X., Wang, P., Liu, H., Zhang, C.","57239821100;16064941200;57216413976;56080499000;55703945000;","The prediction and analysis of COVID-19 epidemic trend by combining LSTM and Markov method",2021,"Scientific Reports","11","1","17421","","",,5,"10.1038/s41598-021-97037-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113986950&doi=10.1038%2fs41598-021-97037-5&partnerID=40&md5=07f36d108155d23177a4340611e92002",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85113986950
"AlJame, M., Imtiaz, A., Ahmad, I., Mohammed, A.","57208479876;57219534410;24074061100;57209559633;","Deep forest model for diagnosing COVID-19 from routine blood tests",2021,"Scientific Reports","11","1","16682","","",,,"10.1038/s41598-021-95957-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113156022&doi=10.1038%2fs41598-021-95957-w&partnerID=40&md5=bf5092bd26f75d54a8ddf7800aef39e4",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85113156022
"Wang, J., Liu, C., Li, J., Yuan, C., Zhang, L., Jin, C., Xu, J., Wang, Y., Wen, Y., Lu, H., Li, B., Chen, C., Li, X., Shen, D., Qian, D., Wang, J.","57191204859;57188536378;56447554200;57219432704;57218867079;57220547662;57219599692;57191382250;57210544655;57221130947;57193384628;57224917674;55718379600;7401738392;57188691661;55878875200;","iCOVID: interpretable deep learning framework for early recovery-time prediction of COVID-19 patients",2021,"npj Digital Medicine","4","1","124","","",,1,"10.1038/s41746-021-00496-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112677258&doi=10.1038%2fs41746-021-00496-3&partnerID=40&md5=ac785daf9786916ab6ccb32daa6de699",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85112677258
