sep=,
Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Hybrid Model with Pre-trained Entity-Aware Transformer for Relation Extraction","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_13","Jinxin YaoMin ZhangBiyang WangXianda Xu","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_13","Chapter"
"Identifying Loners from Their Project Collaboration Records - A Graph-Based Approach","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55130-8_17","Qing ZhouJiang LiYinchun TangLiang Ge","2020","http://link.springer.com/chapter/10.1007/978-3-030-55130-8_17","Chapter"
"Contextualized Embeddings in Named-Entity Recognition: An Empirical Study on Generalization","Advances in Information Retrieval","","","","10.1007/978-3-030-45442-5_48","Bruno TailléVincent GuiguePatrick Gallinari","2020","http://link.springer.com/chapter/10.1007/978-3-030-45442-5_48","Chapter"
"Escaping Saddle Points of Empirical Risk Privately and Scalably via DP-Trust Region Method","Machine Learning and Knowledge Discovery in Databases","","","","10.1007/978-3-030-67664-3_6","Di WangJinhui Xu","2021","http://link.springer.com/chapter/10.1007/978-3-030-67664-3_6","Chapter"
"Adversarial Models for Deterministic Finite Automata","Advances in Artificial Intelligence","","","","10.1007/978-3-030-47358-7_55","Kaixuang ZhangQinglong WangC. Lee Giles","2020","http://link.springer.com/chapter/10.1007/978-3-030-47358-7_55","Chapter"
"Software Anti-patterns Detection Under Uncertainty Using a Possibilistic Evolutionary Approach","Genetic Programming","","","","10.1007/978-3-030-72812-0_12","Sofien BoutaibMaha ElarbiSlim BechikhChih-Cheng HungLamjed Ben Said","2021","http://link.springer.com/chapter/10.1007/978-3-030-72812-0_12","Chapter"
"Missing POI Check-in Identification Using Generative Adversarial Networks","Database Systems for Advanced Applications","","","","10.1007/978-3-030-73194-6_38","Meihui ShiDerong ShenYue KouTiezheng NieGe Yu","2021","http://link.springer.com/chapter/10.1007/978-3-030-73194-6_38","Chapter"
"Neural Maximum Independent Set","Machine Learning and Principles and Practice of Knowledge Discovery in Databases","","","","10.1007/978-3-030-93736-2_18","Thomas PontoizeauFlorian SikoraFlorian YgerTristan Cazenave","2021","http://link.springer.com/chapter/10.1007/978-3-030-93736-2_18","Chapter"
"MALOnt: An Ontology for Malware Threat Intelligence","Deployable Machine Learning for Security Defense","","","","10.1007/978-3-030-59621-7_2","Nidhi RastogiSharmishtha DuttaMohammed J. ZakiAlex GittensCharu Aggarwal","2020","http://link.springer.com/chapter/10.1007/978-3-030-59621-7_2","Chapter"
"Deep Analytics for Management and Cybersecurity of the National Energy Grid","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50426-7_23","Ying Zhao","2020","http://link.springer.com/chapter/10.1007/978-3-030-50426-7_23","Chapter"
"S-NET: A Confusion Based Countermeasure Against Power Attacks for SBOX","Embedded Computer Systems: Architectures, Modeling, and Simulation","","","","10.1007/978-3-030-60939-9_20","Abdullah AljuffriPradeep VenkatachalamCezar ReinbrechtSaid HamdiouiMottaqiallah Taouil","2020","http://link.springer.com/chapter/10.1007/978-3-030-60939-9_20","Chapter"
"Deep Multi Agent Reinforcement Learning for Autonomous Driving","Advances in Artificial Intelligence","","","","10.1007/978-3-030-47358-7_7","Sushrut BhallaSriram Ganapathi SubramanianMark Crowley","2020","http://link.springer.com/chapter/10.1007/978-3-030-47358-7_7","Chapter"
"Evaluating Trace Encoding Methods in Process Mining","From Data to Models and Back","","","","10.1007/978-3-030-70650-0_11","Sylvio Barbon JuniorPaolo CeravoloErnesto DamianiGabriel Marques Tavares","2021","http://link.springer.com/chapter/10.1007/978-3-030-70650-0_11","Chapter"
"Characterizing GPU Overclocking Faults","Computer Security – ESORICS 2021","","","","10.1007/978-3-030-88418-5_6","Eldad ZuberiAvishai Wool","2021","http://link.springer.com/chapter/10.1007/978-3-030-88418-5_6","Chapter"
"On the Impact of Network Data Balancing in Cybersecurity Applications","Computational Science – ICCS 2020","","","","10.1007/978-3-030-50423-6_15","Marek PawlickiMichał ChoraśRafał KozikWitold Hołubowicz","2020","http://link.springer.com/chapter/10.1007/978-3-030-50423-6_15","Chapter"
"Extracting Annotations from Textual Descriptions of Processes","Business Process Management","","","","10.1007/978-3-030-58666-9_11","Luis QuishpiJosep CarmonaLluís Padró","2020","http://link.springer.com/chapter/10.1007/978-3-030-58666-9_11","Chapter"
"CIFEF: Combining Implicit and Explicit Features for Friendship Inference in Location-Based Social Networks","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55393-7_16","Cheng HeChao PengNa LiXiang ChenZhengfeng YangZhenhao Hu","2020","http://link.springer.com/chapter/10.1007/978-3-030-55393-7_16","Chapter"
"High-Speed Network Attack Detection Framework Based on Optimized Feature Selection","Security and Privacy in Digital Economy","","","","10.1007/978-981-15-9129-7_5","Zhicheng LuoWeijia DingAnmin FuZhiyi ZhangLinjie Zhang","2020","http://link.springer.com/chapter/10.1007/978-981-15-9129-7_5","Chapter"
"Multilingual Dependency Parsing from Universal Dependencies to Sesame Street","Text, Speech, and Dialogue","","","","10.1007/978-3-030-58323-1_2","Joakim Nivre","2020","http://link.springer.com/chapter/10.1007/978-3-030-58323-1_2","Chapter"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM","Artificial Intelligence in Education","","","","10.1007/978-3-030-52240-7_70","Iulian Vlad SerbanVarun GuptaEkaterina KochmarDung D. VuRobert BelferJoelle PineauAaron CourvilleLaurent CharlinYoshua Bengio","2020","http://link.springer.com/chapter/10.1007/978-3-030-52240-7_70","Chapter"
"Exploring the Impact of Simple Explanations and Agency on Batch Deep Reinforcement Learning Induced Pedagogical Policies","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_38","Markel Sanz AusinMehak ManiktalaTiffany BarnesMin Chi","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_38","Chapter"
"Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_2","Sushmita AzadBinglin ChenMaxwell FowlerMatthew WestCraig Zilles","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_2","Chapter"
"Deep Generation of Coq Lemma Names Using Elaborated Terms","Automated Reasoning","","","","10.1007/978-3-030-51054-1_6","Pengyu NieKarl PalmskogJunyi Jessy LiMilos Gligoric","2020","http://link.springer.com/chapter/10.1007/978-3-030-51054-1_6","Chapter"
"Enhancing Academic Reading Skills Using a Peer Assessment of Online Collaborative Annotation Approach","Technology in Education. Innovations for Online Teaching and Learning","","","","10.1007/978-981-33-4594-2_24","Wing Shui NgHaoran XieGary Cheng","2020","http://link.springer.com/chapter/10.1007/978-981-33-4594-2_24","Chapter"
"A Survey of Languages for Formalizing Mathematics","Intelligent Computer Mathematics","","","","10.1007/978-3-030-53518-6_9","Cezary KaliszykFlorian Rabe","2020","http://link.springer.com/chapter/10.1007/978-3-030-53518-6_9","Chapter"
"Parameter Optimization and Weights Assessment for Evidential Artificial Immune Recognition System","Knowledge Science, Engineering and Management","","","","10.1007/978-3-030-55393-7_3","Rihab AbdelkhalekZied Elouedi","2020","http://link.springer.com/chapter/10.1007/978-3-030-55393-7_3","Chapter"
"Is Artificial Intelligence Ready for Standardization?","Systems, Software and Services Process Improvement","","","","10.1007/978-3-030-56441-4_19","Thomas Zielke","2020","http://link.springer.com/chapter/10.1007/978-3-030-56441-4_19","Chapter"
"Automated Generation of Executable RPA Scripts from User Interface Logs","Business Process Management: Blockchain and Robotic Process Automation Forum","","","","10.1007/978-3-030-58779-6_8","Simone AgostinelliMarco LupiaAndrea MarrellaMassimo Mecella","2020","http://link.springer.com/chapter/10.1007/978-3-030-58779-6_8","Chapter"
"GOPHER, an HPC Framework for Large Scale Graph Exploration and Inference","High Performance Computing","","","","10.1007/978-3-030-59851-8_13","Marc Josep-FabregóXavier TeruelVictor Gimenez-AbalosDavide CirilloDario Garcia-GasullaSergio Alvarez-NapagaoMarta García-GasullaEduard AyguadéAlfonso Valencia","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_13","Chapter"
"Recognising the Types of Software Assets and Its Impact on Asset Reuse","Systems, Software and Services Process Improvement","","","","10.1007/978-3-030-56441-4_12","Kathleen WolframMichael MartinePaul Sudnik","2020","http://link.springer.com/chapter/10.1007/978-3-030-56441-4_12","Chapter"
"Employing Sentence Context in Czech Answer Selection","Text, Speech, and Dialogue","","","","10.1007/978-3-030-58323-1_12","Marek MedveďRadoslav SabolAleš Horák","2020","http://link.springer.com/chapter/10.1007/978-3-030-58323-1_12","Chapter"
"Open Information Extraction for Knowledge Graph Construction","Database and Expert Systems Applications","","","","10.1007/978-3-030-59028-4_10","Iqra MuhammadAnna KearneyCarrol GambleFrans CoenenPaula Williamson","2020","http://link.springer.com/chapter/10.1007/978-3-030-59028-4_10","Chapter"
"A Bayesian Optimisation Approach for Multidimensional Knapsack Problem","Optimization and Learning","","","","10.1007/978-3-030-85672-4_7","Hanyu GuAlireza EtminaniesfahaniAmir Salehipour","2021","http://link.springer.com/chapter/10.1007/978-3-030-85672-4_7","Chapter"
"PUA Detection Based on Bundle Installer Characteristics","Data and Applications Security and Privacy XXXIV","","","","10.1007/978-3-030-49669-2_15","Amir LukachEhud GudesAsaf Shabtai","2020","http://link.springer.com/chapter/10.1007/978-3-030-49669-2_15","Chapter"
"Mining Anomalies in Subspaces of High-Dimensional Time Series for Financial Transactional Data","Machine Learning and Knowledge Discovery in Databases. Applied Data Science Track","","","","10.1007/978-3-030-86514-6_2","Jingzhu HeChin-Chia Michael YehYanhong WuLiang WangWei Zhang","2021","http://link.springer.com/chapter/10.1007/978-3-030-86514-6_2","Chapter"
"A Resource Consumption Attack Identification Method Based on Data Fusion","Smart Grid and Innovative Frontiers in Telecommunications","","","","10.1007/978-3-030-73562-3_11","Libin JiaoYonghua HuoNingling GeZhongdi GeYang Yang","2021","http://link.springer.com/chapter/10.1007/978-3-030-73562-3_11","Chapter"
"Designing and Testing Assessments and Scaffolds for Mathematics Practices in Science Inquiry","Artificial Intelligence in Education","","","","10.1007/978-3-030-78270-2_84","Joe OlsenJanice Gobert","2021","http://link.springer.com/chapter/10.1007/978-3-030-78270-2_84","Chapter"
"Automated Analysis of Middle School Students’ Written Reflections During Game-Based Learning","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_6","Dan CarpenterMichael GedenJonathan RoweRoger AzevedoJames Lester","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_6","Chapter"
"High Performance Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-59851-8","Heike JagodeHartwig AnztDr. Guido JuckelandHatem Ltaief","2020","http://link.springer.com/book/10.1007/978-3-030-59851-8","Book"
"Exploring How Gender and Enjoyment Impact Learning in a Digital Learning Game","Artificial Intelligence in Education","","","","10.1007/978-3-030-52237-7_21","Xinying HouHuy A. NguyenJ. Elizabeth RicheyBruce M. McLaren","2020","http://link.springer.com/chapter/10.1007/978-3-030-52237-7_21","Chapter"
"SmartPred: Unsupervised Hard Disk Failure Detection","High Performance Computing","","","","10.1007/978-3-030-59851-8_15","Philipp RombachJanis Keuper","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_15","Chapter"
"Investigating the Overhead of the REST Protocol When Using Cloud Services for HPC Storage","High Performance Computing","","","","10.1007/978-3-030-59851-8_10","Frank GadbanJulian KunkelThomas Ludwig","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_10","Chapter"
"AI-Driven Holistic Approach to Energy Efficient HPC","High Performance Computing","","","","10.1007/978-3-030-59851-8_17","Robert TraceyLan HoangFelix SubeletVadim Elisseev","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_17","Chapter"
"Recognizing Semantic Relations: Attention-Based Transformers vs. Recurrent Models","Advances in Information Retrieval","","","","10.1007/978-3-030-45439-5_37","Dmitri RoussinovSerge SharoffNadezhda Puchnina","2020","http://link.springer.com/chapter/10.1007/978-3-030-45439-5_37","Chapter"
"A Mixed Semantic Features Model for Chinese NER with Characters and Words","Advances in Information Retrieval","","","","10.1007/978-3-030-45439-5_24","Ning ChangJiang ZhongQing LiJiang Zhu","2020","http://link.springer.com/chapter/10.1007/978-3-030-45439-5_24","Chapter"
"Convergence of the Reinforcement Learning Mechanism Applied to the Channel Detection Sequence Problem","Optimization, Learning Algorithms and Applications","","","","10.1007/978-3-030-91885-9_30","André Mendes","2021","http://link.springer.com/chapter/10.1007/978-3-030-91885-9_30","Chapter"
"Early Detection of Rumours on Twitter via Stance Transfer Learning","Advances in Information Retrieval","","","","10.1007/978-3-030-45439-5_38","Lin TianXiuzhen ZhangYan WangHuan Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-45439-5_38","Chapter"
"Optimizing a Gamified Design Through Reinforcement Learning - a Case Study in Stack Overflow","Cloud Computing, Big Data & Emerging Topics","","","","10.1007/978-3-030-84825-5_7","Jonathan MartinDiego TorresAlejandro Fernandez","2021","http://link.springer.com/chapter/10.1007/978-3-030-84825-5_7","Chapter"
"A Web System Based on Spotify for the automatic generation of affective playlists","Cloud Computing, Big Data & Emerging Topics","","","","10.1007/978-3-030-61218-4_9","Pedro ÁlvarezJorge García de QuirósSandra Baldassarri","2020","http://link.springer.com/chapter/10.1007/978-3-030-61218-4_9","Chapter"
"Static Analysis to Enhance Programmability and Performance in OmpSs-2","High Performance Computing","","","","10.1007/978-3-030-59851-8_2","Adrian MuneraSara RoyuelaRoger FerrerRaul PeñacobaEduardo Quiñones","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_2","Chapter"
"The Importance of Temporal Behavior When Classifying Job IO Patterns Using Machine Learning Techniques","High Performance Computing","","","","10.1007/978-3-030-59851-8_12","Eugen BetkeJulian Kunkel","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_12","Chapter"
"Application IO Analysis with Lustre Monitoring Using LASSi for ARCHER","High Performance Computing","","","","10.1007/978-3-030-59851-8_16","Karthee SivalingamHarvey Richardson","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_16","Chapter"
"Automatic Code Motion to Extend MPI Nonblocking Overlap Window","High Performance Computing","","","","10.1007/978-3-030-59851-8_4","Van Man NguyenEmmanuelle SaillardJulien JaegerDenis BarthouPatrick Carribault","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_4","Chapter"
"Compiler-Assisted Type-Safe Checkpointing","High Performance Computing","","","","10.1007/978-3-030-59851-8_1","Jan-Patrick LehrAlexander HückMoritz FischerChristian Bischof","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_1","Chapter"
"Characterizing HPC Performance Variation with Monitoring and Unsupervised Learning","High Performance Computing","","","","10.1007/978-3-030-59851-8_18","Gence OzerAlessio NettiDaniele TafaniMartin Schulz","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_18","Chapter"
"Reddening-Free Q Indices to Identify Be Star Candidates","Cloud Computing, Big Data & Emerging Topics","","","","10.1007/978-3-030-61218-4_8","Yael AidelmanCarlos EscuderoFranco RonchettiFacundo QuirogaLaura Lanzarini","2020","http://link.springer.com/chapter/10.1007/978-3-030-61218-4_8","Chapter"
"Automatic Detection of MPI Assertions","High Performance Computing","","","","10.1007/978-3-030-59851-8_3","Tim JammerChristian IwainskyChristian Bischof","2020","http://link.springer.com/chapter/10.1007/978-3-030-59851-8_3","Chapter"
