PMID;Title;Authors;Citation;First Author;Journal/Book;Publication Year;Create Date;PMCID;NIHMS ID;DOI
33643375;COVID-DeepPredictor: Recurrent Neural Network to Predict SARS-CoV-2 and Other Pathogenic Viruses;Saha I, Ghosh N, Maity D, Seal A, Plewczynski D.;Front Genet. 2021 Feb 11,12:569120. doi: 10.3389/fgene.2021.569120. eCollection 2021.;Saha I;Front Genet;2021;1-3-2021;PMC7906283;;10.3389/fgene.2021.569120
34776626;COVID-19 pandemic, predictions and control in Saudi Arabia using SIR-F and age-structured SEIR model;Durai CAD, Begum A, Jebaseeli J, Sabahath A.;J Supercomput. 2021 Nov 10:1-13. doi: 10.1007/s11227-021-04149-w. Online ahead of print.;Durai CAD;J Supercomput;2021;15-11-2021;PMC8579411;;10.1007/s11227-021-04149-w
33688661;SWIFT: A Deep Learning Approach to Prediction of Hypoxemic Events in Critically-Ill Patients Using SpO (2) Waveform Prediction;Annapragada AV, Greenstein JL, Bose SN, Winters BD, Sarma SV, Winslow RL.;medRxiv. 2021 Mar 5:2021.02.25.21252234. doi: 10.1101/2021.02.25.21252234. Preprint.;Annapragada AV;medRxiv;2021;10-3-2021;PMC7941630;;10.1101/2021.02.25.21252234
34812385;Research on the Early-Warning Model of Network Public Opinion of Major Emergencies;Peng LJ, Shao XG, Huang WM.;IEEE Access. 2021 Mar 17,9:44162-44172. doi: 10.1109/ACCESS.2021.3066242. eCollection 2021.;Peng LJ;IEEE Access;2021;23-11-2021;PMC8545219;;10.1109/ACCESS.2021.3066242
32836915;Modeling and prediction of COVID-19 in Mexico applying mathematical and computational models;Torrealba-Rodriguez O, Conde-Gutiérrez RA, Hernández-Javier AL.;Chaos Solitons Fractals. 2020 Sep,138:109946. doi: 10.1016/j.chaos.2020.109946. Epub 2020 May 29.;Torrealba-Rodriguez O;Chaos Solitons Fractals;2020;25-8-2020;PMC7256618;;10.1016/j.chaos.2020.109946
33683930;Clinical and Economic Effects of Widespread Rapid Testing to Decrease SARS-CoV-2 Transmission;Paltiel AD, Zheng A, Sax PE.;Ann Intern Med. 2021 Jun,174(6):803-810. doi: 10.7326/M21-0510. Epub 2021 Mar 9.;Paltiel AD;Ann Intern Med;2021;8-3-2021;;;10.7326/M21-0510
34249603;The forecast of COVID-19 spread risk at the county level;Hssayeni MD, Chala A, Dev R, Xu L, Shaw J, Furht B, Ghoraani B.;J Big Data. 2021,8(1):99. doi: 10.1186/s40537-021-00491-1. Epub 2021 Jul 7.;Hssayeni MD;J Big Data;2021;12-7-2021;PMC8261401;;10.1186/s40537-021-00491-1
34864833;Vaccination Against COVID-19: A Longitudinal Trans-Theoretical Study to Determine Factors that Predict Intentions and Behavior;Shiloh S, Peleg S, Nudelman G.;Ann Behav Med. 2021 Dec 1:kaab101. doi: 10.1093/abm/kaab101. Online ahead of print.;Shiloh S;Ann Behav Med;2021;5-12-2021;;;10.1093/abm/kaab101
34360092;Infectivity Upsurge by COVID-19 Viral Variants in Japan: Evidence from Deep Learning Modeling;Rashed EA, Hirata A.;Int J Environ Res Public Health. 2021 Jul 22,18(15):7799. doi: 10.3390/ijerph18157799.;Rashed EA;Int J Environ Res Public Health;2021;7-8-2021;PMC8345638;;10.3390/ijerph18157799
33087097;Airborne particulate matter, population mobility and COVID-19: a multi-city study in China;Wang B, Liu J, Li Y, Fu S, Xu X, Li L, Zhou J, Liu X, He X, Yan J, Shi Y, Niu J, Yang Y, Li Y, Luo B, Zhang K.;BMC Public Health. 2020 Oct 21,20(1):1585. doi: 10.1186/s12889-020-09669-3.;Wang B;BMC Public Health;2020;22-10-2020;PMC7576551;;10.1186/s12889-020-09669-3
34501358;Circulating Osteopontin Levels and Outcomes in Patients Hospitalized for COVID-19;Hayek SS, Roderburg C, Blakely P, Launius C, Eugen-Olsen J, Tacke F, Ktena S, Keitel V, Luedde M, Giamarellos-Bourboulis EJ, Luedde T, Loosen SH.;J Clin Med. 2021 Aug 30,10(17):3907. doi: 10.3390/jcm10173907.;Hayek SS;J Clin Med;2021;10-9-2021;PMC8432103;;10.3390/jcm10173907
34432721;Routine Hospital-based SARS-CoV-2 Testing Outperforms State-based Data in Predicting Clinical Burden;Covello L, Gelman A, Si Y, Wang S.;Epidemiology. 2021 Nov 1,32(6):792-799. doi: 10.1097/EDE.0000000000001396.;Covello L;Epidemiology;2021;25-8-2021;PMC8478110;;10.1097/EDE.0000000000001396
34112086;Forecasting the spread of COVID-19 using LSTM network;Kumar S, Sharma R, Tsunoda T, Kumarevel T, Sharma A.;BMC Bioinformatics. 2021 Jun 10,22(Suppl 6):316. doi: 10.1186/s12859-021-04224-2.;Kumar S;BMC Bioinformatics;2021;11-6-2021;PMC8190741;;10.1186/s12859-021-04224-2
33612845;Depression and sexual functions in epilepsy patients: Comparison before and during the COVID-19 pandemic;Gul ZB.;Ann Med Psychol (Paris). 2022 Feb,180(2):127-132. doi: 10.1016/j.amp.2021.02.006. Epub 2021 Feb 16.;Gul ZB;Ann Med Psychol (Paris);2022;22-2-2021;PMC7885697;;10.1016/j.amp.2021.02.006
33898209;Forecasting COVID-19 cases: A comparative analysis between recurrent and convolutional neural networks;Nabi KN, Tahmid MT, Rafi A, Kader ME, Haider MA.;Results Phys. 2021 May,24:104137. doi: 10.1016/j.rinp.2021.104137. Epub 2021 Apr 19.;Nabi KN;Results Phys;2021;26-4-2021;PMC8054028;;10.1016/j.rinp.2021.104137
32839644;Deep learning models for forecasting and analyzing the implications of COVID-19 spread on some commodities markets volatilities;Sadefo Kamdem J, Bandolo Essomba R, Njong Berinyuy J.;Chaos Solitons Fractals. 2020 Nov,140:110215. doi: 10.1016/j.chaos.2020.110215. Epub 2020 Aug 19.;Sadefo Kamdem J;Chaos Solitons Fractals;2020;26-8-2020;PMC7437517;;10.1016/j.chaos.2020.110215
34465838;Predicting hosts based on early SARS-CoV-2 samples and analyzing the 2020 pandemic;Guo Q, Li M, Wang C, Guo J, Jiang X, Tan J, Wu S, Wang P, Xiao T, Zhou M, Fang Z, Xiao Y, Zhu H.;Sci Rep. 2021 Aug 31,11(1):17422. doi: 10.1038/s41598-021-96903-6.;Guo Q;Sci Rep;2021;1-9-2021;PMC8408148;;10.1038/s41598-021-96903-6
34061732;Mix Contrast for COVID-19 Mild-to-Critical Prediction;Zhu Y, Wang S, Wang S, Wu Q, Wang L, Li H, Wang M, Niu M, Zha Y, Tian J.;IEEE Trans Biomed Eng. 2021 Dec,68(12):3725-3736. doi: 10.1109/TBME.2021.3085576. Epub 2021 Nov 19.;Zhu Y;IEEE Trans Biomed Eng;2021;1-6-2021;;;10.1109/TBME.2021.3085576
34678637;Long-term exposure to PM(10) above WHO guidelines exacerbates COVID-19 severity and mortality;Marquès M, Correig E, Ibarretxe D, Anoro E, Antonio Arroyo J, Jericó C, Borrallo RM, Miret M, Näf S, Pardo A, Perea V, Pérez-Bernalte R, Ramírez-Montesinos R, Royuela M, Soler C, Urquizu-Padilla M, Zamora A, Pedro-Botet J, STACOV-XULA research group, Masana L, Domingo JL.;Environ Int. 2022 Jan,158:106930. doi: 10.1016/j.envint.2021.106930. Epub 2021 Oct 16.;Marquès M;Environ Int;2022;22-10-2021;PMC8519784;;10.1016/j.envint.2021.106930
34832994;A Bidirectional Long Short-Term Memory Model Algorithm for Predicting COVID-19 in Gulf Countries;Aldhyani THH, Alkahtani H.;Life (Basel). 2021 Oct 21,11(11):1118. doi: 10.3390/life11111118.;Aldhyani THH;Life (Basel);2021;27-11-2021;PMC8625101;;10.3390/life11111118
33398286;DeepImmuno: Deep learning-empowered prediction and generation of immunogenic peptides for T cell immunity;Li G, Iyer B, Prasath VBS, Ni Y, Salomonis N.;bioRxiv. 2020 Dec 24:2020.12.24.424262. doi: 10.1101/2020.12.24.424262. Preprint.;Li G;bioRxiv;2020;5-1-2021;PMC7781330;;10.1101/2020.12.24.424262
34327119;The World after COVID-19: Reflections on Global Health and Policy;Yassin N, Saleh S.;Ann Glob Health. 2021 Jul 23,87(1):72. doi: 10.5334/aogh.2902. eCollection 2021.;Yassin N;Ann Glob Health;2021;30-7-2021;PMC8300582;;10.5334/aogh.2902
32834137;Misinformation sharing and social media fatigue during COVID-19: An affordance and cognitive load perspective;Islam AKMN, Laato S, Talukder S, Sutinen E.;Technol Forecast Soc Change. 2020 Oct,159:120201. doi: 10.1016/j.techfore.2020.120201. Epub 2020 Jul 12.;Islam AKMN;Technol Forecast Soc Change;2020;25-8-2020;PMC7354273;;10.1016/j.techfore.2020.120201
33345948;Development and Prospective Validation of a Deep Learning Algorithm for Predicting Need for Mechanical Ventilation;Shashikumar SP, Wardi G, Paul P, Carlile M, Brenner LN, Hibbert KA, North CM, Mukerji SS, Robbins GK, Shao YP, Westover MB, Nemati S, Malhotra A.;Chest. 2021 Jun,159(6):2264-2273. doi: 10.1016/j.chest.2020.12.009. Epub 2020 Dec 17.;Shashikumar SP;Chest;2021;21-12-2020;PMC8027289;;10.1016/j.chest.2020.12.009
34382503;The effect of BMI on COVID-19 outcomes among older patients in South Korea: a nationwide retrospective cohort study;Cho Y, Cho Y, Choi HJ, Lee H, Lim TH, Kang H, Ko BS, Oh J.;Ann Med. 2021 Dec,53(1):1292-1301. doi: 10.1080/07853890.2021.1946587.;Cho Y;Ann Med;2021;12-8-2021;PMC8366651;;10.1080/07853890.2021.1946587
33967393;Comparison of an artificial neural network and Gompertz model for predicting the dynamics of deaths from COVID-19 in México;Conde-Gutiérrez RA, Colorado D, Hernández-Bautista SL.;Nonlinear Dyn. 2021,104(4):4655-4669. doi: 10.1007/s11071-021-06471-7. Epub 2021 Apr 30.;Conde-Gutiérrez RA;Nonlinear Dyn;2021;10-5-2021;PMC8090530;;10.1007/s11071-021-06471-7
34365501;Big data analytics and COVID-19: investigating the relationship between government policies and cases in Poland, Turkey and South Korea;Sözen ME, Sarıyer G, Ataman MG.;Health Policy Plan. 2022 Jan 13,37(1):100-111. doi: 10.1093/heapol/czab096.;Sözen ME;Health Policy Plan;2022;8-8-2021;PMC8385927;;10.1093/heapol/czab096
34660935;Application of machine learning in the prediction of COVID-19 daily new cases: A scoping review;Ghafouri-Fard S, Mohammad-Rahimi H, Motie P, Minabi MAS, Taheri M, Nateghinia S.;Heliyon. 2021 Oct,7(10):e08143. doi: 10.1016/j.heliyon.2021.e08143. Epub 2021 Oct 11.;Ghafouri-Fard S;Heliyon;2021;18-10-2021;PMC8503968;;10.1016/j.heliyon.2021.e08143
34118740;Large variations in disease severity, death and ICU admission of 2993 patients infected with SARS-CoV-2: The potential impact of genetic vulnerability;Farajallah HM, AlSuwaidi SK, AlSuwaidi SM, AlAli GA, AlZubaidi AS, Carrick FR, Abdulrahman M.;J Infect Public Health. 2021 Jul,14(7):886-891. doi: 10.1016/j.jiph.2021.04.008. Epub 2021 Apr 22.;Farajallah HM;J Infect Public Health;2021;12-6-2021;PMC8061633;;10.1016/j.jiph.2021.04.008
33075578;Liver disease and outcomes among COVID-19 hospitalized patients - A systematic review and meta-analysis;Sharma A, Jaiswal P, Kerakhan Y, Saravanan L, Murtaza Z, Zergham A, Honganur NS, Akbar A, Deol A, Francis B, Patel S, Mehta D, Jaiswal R, Singh J, Patel U, Malik P.;Ann Hepatol. 2021 Mar-Apr,21:100273. doi: 10.1016/j.aohep.2020.10.001. Epub 2020 Oct 16.;Sharma A;Ann Hepatol;2021;19-10-2020;PMC7566821;;10.1016/j.aohep.2020.10.001
35098205;Using Machine Learning to Predict Mortality for COVID-19 Patients on Day 0 in the ICU;Jamshidi E, Asgary A, Tavakoli N, Zali A, Setareh S, Esmaily H, Jamaldini SH, Daaee A, Babajani A, Sendani Kashi MA, Jamshidi M, Jamal Rahi S, Mansouri N.;Front Digit Health. 2022 Jan 13,3:681608. doi: 10.3389/fdgth.2021.681608. eCollection 2021.;Jamshidi E;Front Digit Health;2022;31-1-2022;PMC8792458;;10.3389/fdgth.2021.681608
34244333;Diabetes and COVID-19: Population Impact 18 Months Into the Pandemic;Gregg EW, Sophiea MK, Weldegiorgis M.;Diabetes Care. 2021 Sep,44(9):1916-1923. doi: 10.2337/dci21-0001. Epub 2021 Jul 9.;Gregg EW;Diabetes Care;2021;10-7-2021;;;10.2337/dci21-0001
33422330;Transfer Learning for COVID-19 cases and deaths forecast using LSTM network;Gautam Y.;ISA Trans. 2021 Jan 4:S0019-0578(20)30576-0. doi: 10.1016/j.isatra.2020.12.057. Online ahead of print.;Gautam Y;ISA Trans;2021;10-1-2021;PMC7834081;;10.1016/j.isatra.2020.12.057
33629918;Performance of prediction models for short-term outcome in COVID-19 patients in the emergency department: a retrospective study;van Dam PMEL, Zelis N, van Kuijk SMJ, Linkens AEMJH, Brüggemann RAG, Spaetgens B, van der Horst ICC, Stassen PM.;Ann Med. 2021 Dec,53(1):402-409. doi: 10.1080/07853890.2021.1891453.;van Dam PMEL;Ann Med;2021;25-2-2021;PMC7919920;;10.1080/07853890.2021.1891453
33465142;Model-based forecasting for Canadian COVID-19 data;Chen LP, Zhang Q, Yi GY, He W.;PLoS One. 2021 Jan 19,16(1):e0244536. doi: 10.1371/journal.pone.0244536. eCollection 2021.;Chen LP;PLoS One;2021;19-1-2021;PMC7815137;;10.1371/journal.pone.0244536
33426422;ALeRT-COVID: Attentive Lockdown-awaRe Transfer Learning for Predicting COVID-19 Pandemics in Different Countries;Li Y, Jia W, Wang J, Guo J, Liu Q, Li X, Xie G, Wang F.;J Healthc Inform Res. 2021,5(1):98-113. doi: 10.1007/s41666-020-00088-y. Epub 2021 Jan 6.;Li Y;J Healthc Inform Res;2021;11-1-2021;PMC7786857;;10.1007/s41666-020-00088-y
34307058;Outbreak prediction of COVID-19 using recurrent neural network with gated recurrent units;Natarajan S, Kumar M, Gadde SKK, Venugopal V.;Mater Today Proc. 2021 Jul 20. doi: 10.1016/j.matpr.2021.07.266. Online ahead of print.;Natarajan S;Mater Today Proc;2021;26-7-2021;PMC8289676;;10.1016/j.matpr.2021.07.266
34533806;Evaluation of the prediction of CoVID-19 recovered and unrecovered cases using symptoms and patient's meta data based on support vector machine, neural network, CHAID and QUEST Models;Al-Najjar D, Al-Najjar H, Al-Rousan N.;Eur Rev Med Pharmacol Sci. 2021 Sep,25(17):5556-5560. doi: 10.26355/eurrev_202109_26668.;Al-Najjar D;Eur Rev Med Pharmacol Sci;2021;17-9-2021;;;10.26355/eurrev_202109_26668
34513573;The use of a recurrent neural network model with separated time-series and lagged daily inputs for waste disposal rates modeling during COVID-19;Vu HL, Ng KTW, Richter A, Kabir G.;Sustain Cities Soc. 2021 Dec,75:103339. doi: 10.1016/j.scs.2021.103339. Epub 2021 Sep 8.;Vu HL;Sustain Cities Soc;2021;13-9-2021;PMC8423673;;10.1016/j.scs.2021.103339
32854265;Big Data Analytics in the Fight against Major Public Health Incidents (Including COVID-19): A Conceptual Framework;Jia Q, Guo Y, Wang G, Barnes SJ.;Int J Environ Res Public Health. 2020 Aug 25,17(17):6161. doi: 10.3390/ijerph17176161.;Jia Q;Int J Environ Res Public Health;2020;29-8-2020;PMC7503476;;10.3390/ijerph17176161
34198547;Computational Intelligence-Based Model for Mortality Rate Prediction in COVID-19 Patients;Khan IU, Aslam N, Aljabri M, Aljameel SS, Kamaleldin MMA, Alshamrani FM, Chrouf SMB.;Int J Environ Res Public Health. 2021 Jun 14,18(12):6429. doi: 10.3390/ijerph18126429.;Khan IU;Int J Environ Res Public Health;2021;2-7-2021;PMC8296243;;10.3390/ijerph18126429
34859879;Role of meteorological factors in the spread of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) pandemic in Italy;Nittari G, Marino P, Gibelli F, Sossai P, Sirignano A, Ricci G.;Eur Rev Med Pharmacol Sci. 2021 Nov,25(22):7135-7143. doi: 10.26355/eurrev_202111_27267.;Nittari G;Eur Rev Med Pharmacol Sci;2021;3-12-2021;;;10.26355/eurrev_202111_27267
33177237;Network interventions for managing the COVID-19 pandemic and sustaining economy;Nishi A, Dewey G, Endo A, Neman S, Iwamoto SK, Ni MY, Tsugawa Y, Iosifidis G, Smith JD, Young SD.;Proc Natl Acad Sci U S A. 2020 Dec 1,117(48):30285-30294. doi: 10.1073/pnas.2014297117. Epub 2020 Nov 11.;Nishi A;Proc Natl Acad Sci U S A;2020;12-11-2020;PMC7720236;;10.1073/pnas.2014297117
32914632;Computational Immune Proteomics Approach to Target COVID-19;Tilocca B, Britti D, Urbani A, Roncada P.;J Proteome Res. 2020 Nov 6,19(11):4233-4241. doi: 10.1021/acs.jproteome.0c00553. Epub 2020 Sep 23.;Tilocca B;J Proteome Res;2020;11-9-2020;PMC7640973;;10.1021/acs.jproteome.0c00553
32989426;Reaction order and neural network approaches for the simulation of COVID-19 spreading kinetic in India;Chakraborty S, Choudhary AK, Sarma M, Hazarika MK.;Infect Dis Model. 2020,5:737-747. doi: 10.1016/j.idm.2020.09.002. Epub 2020 Sep 23.;Chakraborty S;Infect Dis Model;2020;29-9-2020;PMC7511200;;10.1016/j.idm.2020.09.002
33070540;Usefulness of machine learning in COVID-19 for the detection and prognosis of cardiovascular complications;Zimmerman A, Kalra D.;Rev Cardiovasc Med. 2020 Sep 30,21(3):345-352. doi: 10.31083/j.rcm.2020.03.120.;Zimmerman A;Rev Cardiovasc Med;2020;19-10-2020;;;10.31083/j.rcm.2020.03.120
35194090;Deep learning forecasting using time-varying parameters of the SIRD model for Covid-19;Bousquet A, Conrad WH, Sadat SO, Vardanyan N, Hong Y.;Sci Rep. 2022 Feb 22,12(1):3030. doi: 10.1038/s41598-022-06992-0.;Bousquet A;Sci Rep;2022;23-2-2022;PMC8863886;;10.1038/s41598-022-06992-0
34305259;A Deep Learning Method to Forecast COVID-19 Outbreak;Dash S, Chakravarty S, Mohanty SN, Pattanaik CR, Jain S.;New Gener Comput. 2021,39(3-4):515-539. doi: 10.1007/s00354-021-00129-z. Epub 2021 Jul 18.;Dash S;New Gener Comput;2021;26-7-2021;PMC8286648;;10.1007/s00354-021-00129-z
34848909;Deep learning-based exchange rate prediction during the COVID-19 pandemic;Abedin MZ, Moon MH, Hassan MK, Hajek P.;Ann Oper Res. 2021 Nov 26:1-52. doi: 10.1007/s10479-021-04420-6. Online ahead of print.;Abedin MZ;Ann Oper Res;2021;1-12-2021;PMC8622122;;10.1007/s10479-021-04420-6
34013251;A seq2seq model to forecast the COVID-19 cases, deaths and reproductive R numbers in US counties;Zhang-James Y, Hess J, Salkin A, Wang D, Chen S, Winkelstein P, Morley CP, Faraone SV.;Res Sq. 2021 Apr 26:rs.3.rs-456641. doi: 10.21203/rs.3.rs-456641/v1. Preprint.;Zhang-James Y;Res Sq;2021;20-5-2021;PMC8132245;;10.21203/rs.3.rs-456641/v1
33907761;A seq2seq model to forecast the COVID-19 cases, deaths and reproductive R numbers in US counties;Zhang-James Y, Hess J, Salekin A, Wang D, Chen S, Winkelstein P, Morley CP, Faraone SV.;medRxiv. 2021 Apr 20:2021.04.14.21255507. doi: 10.1101/2021.04.14.21255507. Preprint.;Zhang-James Y;medRxiv;2021;28-4-2021;PMC8077584;;10.1101/2021.04.14.21255507
34812356;Modeling and Prediction of the Covid-19 Cases With Deep Assessment Methodology and Fractional Calculus;Karacuha E, Onal NO, Ergun E, Tabatadze V, Alkas H, Karacuha K, Tontus HO, Nu NVN.;IEEE Access. 2020 Sep 4,8:164012-164034. doi: 10.1109/ACCESS.2020.3021952. eCollection 2020.;Karacuha E;IEEE Access;2020;23-11-2021;PMC8545307;;10.1109/ACCESS.2020.3021952
35064759;Genetic prediction of ICU hospitalization and mortality in COVID-19 patients using artificial neural networks;Asteris PG, Gavriilaki E, Touloumenidou T, Koravou EE, Koutra M, Papayanni PG, Pouleres A, Karali V, Lemonis ME, Mamou A, Skentou AD, Papalexandri A, Varelas C, Chatzopoulou F, Chatzidimitriou M, Chatzidimitriou D, Veleni A, Rapti E, Kioumis I, Kaimakamis E, Bitzani M, Boumpas D, Tsantes A, Sotiropoulos D, Papadopoulou A, Kalantzis IG, Vallianatou LA, Armaghani DJ, Cavaleri L, Gandomi AH, Hajihassani M, Hasanipanah M, Koopialipoor M, Lourenço PB, Samui P, Zhou J, Sakellari I, Valsami S, Politou M, Kokoris S, Anagnostopoulos A.;J Cell Mol Med. 2022 Jan 22. doi: 10.1111/jcmm.17098. Online ahead of print.;Asteris PG;J Cell Mol Med;2022;22-1-2022;;;10.1111/jcmm.17098
33491974;The Cost of Quarantine: Projecting the Financial Impact of Canceled Elective Surgery on the Nation's Hospitals;Bose SK, Dasani S, Roberts SE, Wirtalla C, DeMatteo RP, Doherty GM, Kelz RR.;Ann Surg. 2021 May 1,273(5):844-849. doi: 10.1097/SLA.0000000000004766.;Bose SK;Ann Surg;2021;25-1-2021;;;10.1097/SLA.0000000000004766
34687416;Risk assessment of COVID-19 pandemic using deep learning model for J&K in India: a district level analysis;Wani MA, Farooq J, Wani DM.;Environ Sci Pollut Res Int. 2022 Mar,29(12):18271-18281. doi: 10.1007/s11356-021-17046-9. Epub 2021 Oct 23.;Wani MA;Environ Sci Pollut Res Int;2022;23-10-2021;PMC8536905;;10.1007/s11356-021-17046-9
35153386;A deep LSTM network for the Spanish electricity consumption forecasting;Torres JF, Martínez-Álvarez F, Troncoso A.;Neural Comput Appl. 2022 Feb 5:1-13. doi: 10.1007/s00521-021-06773-2. Online ahead of print.;Torres JF;Neural Comput Appl;2022;14-2-2022;PMC8817773;;10.1007/s00521-021-06773-2
35153389;Temporal deep learning architecture for prediction of COVID-19 cases in India;Verma H, Mandal S, Gupta A.;Expert Syst Appl. 2022 Jun 1,195:116611. doi: 10.1016/j.eswa.2022.116611. Epub 2022 Feb 5.;Verma H;Expert Syst Appl;2022;14-2-2022;PMC8817764;;10.1016/j.eswa.2022.116611
34013282;Forecasting COVID-19 cases: A comparative analysis between Recurrent and Convolutional Neural Networks;Nabi KN, Tahmid MT, Rafi A, Kader ME, Haider MA.;medRxiv. 2021 Feb 20:2020.11.28.20240259. doi: 10.1101/2020.11.28.20240259. Preprint.;Nabi KN;medRxiv;2021;20-5-2021;PMC8132256;;10.1101/2020.11.28.20240259
34794082;Forecasting COVID-19 recovered cases with Artificial Neural Networks to enable designing an effective blood supply chain;Ayyildiz E, Erdogan M, Taskin A.;Comput Biol Med. 2021 Dec,139:105029. doi: 10.1016/j.compbiomed.2021.105029. Epub 2021 Nov 13.;Ayyildiz E;Comput Biol Med;2021;18-11-2021;PMC8590479;;10.1016/j.compbiomed.2021.105029
